"genus","class","fc1_p","fc2_p","fc3_p","between_mean1","within_mean1","family_mean1","total_number_between","total_number_family","total_number_within","number_1_between","number_1_family","number_1_within","freq_between","freq_family","freq_within","fc1_p_adjust","fc2_p_adjust","fc3_p_adjust","fc1","fc2"
"Limnoglobus","Skin",5.57713979597498e-17,NA,NA,1,0.557615503825541,NA,36,NA,55,36,NA,0,1,NA,0,4.88972489088969e-16,NA,NA,0.442384496174459,NA
"Luteolibacter","Skin",0.0370049849931174,NA,NA,0.960100217864924,0.79954415954416,NA,60,NA,6,55,NA,3,0.916666666666667,NA,0.5,0.068386663443163,NA,NA,0.160556058320764,NA
"Lysobacter","Skin",3.14794212154917e-38,1,0.110335680959923,0.954389025305247,0.646196848732758,1,401,2,125,376,2,1,0.937655860349127,1,0.008,8.47695842731454e-37,1,0.612185068551833,0.30819217657249,0
"Magnetospirillum","Skin",2.95112092996378e-05,NA,NA,1,0.537772544915402,NA,15,NA,21,15,NA,6,1,NA,0.285714285714286,9.51553186399878e-05,NA,NA,0.462227455084598,NA
"Massilia","Skin",0.108440708188542,0.308537538725987,0.933192798731142,0.895370647351314,0.877579295230331,0.583333333333333,6770,2,249,5107,1,175,0.754357459379616,0.5,0.70281124497992,0.168239288012677,0.895833333333333,1,0.0177913521209835,17.5387071143378
"Mediterraneibacter","Skin",0.0216210191294838,1,0.5,0.826715786692524,0.681979891028863,1,528,1,32,302,1,11,0.571969696969697,1,0.34375,0.0440601308746778,1,0.977272727272727,0.144735895663661,0
"Megasphaera","Skin",0.00187361827042092,0.0873405502003019,0.744380680316876,0.66793764513414,0.593246810404498,0.52825980197779,10593,14,271,2047,0,34,0.193240819409044,0,0.125461254612546,0.00477266275641006,0.735757427295503,1,0.0746908347296427,1.87008009298518
"Mesorhizobium","Skin",0.00664942081485008,NA,NA,0.913538071677574,0.611728730152174,NA,109,NA,11,87,NA,3,0.798165137614679,NA,0.272727272727273,0.0154742694271511,NA,NA,0.3018093415254,NA
"Methylobacterium","Skin",1.04594419874563e-09,0.668209756284555,0.139671997676537,0.905619048854672,0.866289814455492,0.893827160493827,50313,18,1350,37554,15,860,0.746407489118121,0.833333333333333,0.637037037037037,5.05539696060389e-09,0.9994093746169,0.6826255239848,0.0393292343991798,0.299825016707951
"Microbacterium","Skin",1.55393786614692e-06,0.195093102709223,0.509830857499577,0.815014615272345,0.746096515616797,0.727757213214586,39906,30,819,27051,18,463,0.677867989775974,0.6,0.565323565323565,5.84655785361534e-06,0.875607384230053,0.98529109539244,0.0689180996555476,1.26610284517232
"Micrococcus","Skin",1.0270886339586e-09,6.72170328993307e-05,0.995713549470515,0.611279215335425,0.527916361236493,0.342974427777484,39472,38,960,2471,0,42,0.0626013376570734,0,0.04375,5.05539696060389e-09,0.00578066482934244,1,0.0833628540989316,3.21851729356013
"Microvirga","Skin",0.258883908217567,NA,NA,0.88145912699293,0.829775467033667,NA,862,NA,41,694,NA,31,0.805104408352668,NA,0.75609756097561,0.346096572333415,NA,NA,0.0516836599592629,NA
"Mogibacterium","Skin",0.0101895446364366,0.161701853579558,0.74468546525254,0.648241124690241,0.586227463351,0.513836853778902,6806,11,204,1150,1,17,0.168968557155451,0.0909090909090909,0.0833333333333333,0.0225968136937446,0.875607384230053,1,0.0620136613392417,2.16733326187741
"Moraxella","Skin",9.97127974341247e-49,0.187912543744349,0.65,0.894915012374396,0.726888307054436,0.700125829329673,9436,3,714,6575,0,213,0.696799491309877,0,0.298319327731092,3.7591724632665e-47,0.875607384230053,1,0.168026705319961,1.15927514423259
"Mycobacterium","Skin",5.98345051911425e-15,0.0588467225888872,0.692230718043439,0.922977726977537,0.785930695697576,0.675336188115093,10537,9,332,8932,5,189,0.847679605200721,0.555555555555556,0.569277108433735,4.42306048177661e-14,0.678446966509557,1,0.137047031279961,1.80698214729336
"Negativicoccus","Skin",1.0662175431243e-19,0.5,0.0617694133381229,0.865532806301169,0.68019118710691,0.953102458718604,4622,7,321,2079,2,58,0.449805279099957,0.285714285714286,0.180685358255452,1.0863892263726e-18,0.905263157894737,0.442680795589881,0.185341619194259,0
"Neglecta","Skin",0.0315997938328568,NA,NA,0.803230719770679,0.463203463203463,NA,99,NA,6,44,NA,0,0.444444444444444,NA,0,0.0604727019034874,NA,NA,0.340027256567216,NA
"Neisseria","Skin",2.07742875584657e-26,0.111219145986529,0.284035773017159,0.821084449959151,0.755927601333554,0.790946301805316,108818,75,3208,44049,20,955,0.404795162565017,0.266666666666667,0.297693266832918,2.90070607760799e-25,0.735757427295503,0.859740963555174,0.0651568486255968,0.462547664436835
"Nesterenkonia","Skin",2.98560751609853e-16,NA,NA,0.862890087909633,0.541907267392692,NA,381,NA,115,263,NA,20,0.690288713910761,NA,0.173913043478261,2.44690007297641e-15,NA,NA,0.320982820516941,NA
"Niabella","Skin",1.30623288683846e-06,NA,NA,0.936251548972252,0.67785792395944,NA,21,NA,45,17,NA,6,0.80952380952381,NA,0.133333333333333,4.97424038725352e-06,NA,NA,0.258393625012811,NA
"Nocardioides","Skin",0.110131461257295,0.934896854308353,0.181651070443449,0.964776954088119,0.941088832902483,1,10374,11,346,9495,11,308,0.915268941584731,1,0.890173410404624,0.170162134811476,1,0.701961875177683,0.0236881211856361,0
"Oribacterium","Skin",1.39751140209948e-09,0.99138327637039,0.0142203311332374,0.817245257522479,0.710388471888883,1,14704,6,515,5895,6,138,0.400911316648531,1,0.267961165048544,6.58577248239382e-09,1,0.19246100559885,0.106856785633596,0
"Oscillibacter","Skin",0.00978229521364877,NA,NA,0.893091119945027,0.629053726617148,NA,236,NA,17,183,NA,7,0.775423728813559,NA,0.411764705882353,0.0219519362830094,NA,NA,0.264037393327879,NA
"Paracoccus","Skin",4.01182694371087e-12,3.48456601450129e-05,0.970957582916958,0.938292300152027,0.844899559056661,0.838732251585962,20504,30,581,15332,5,344,0.747756535310183,0.166666666666667,0.592082616179002,2.47944058652295e-11,0.00578066482934244,1,0.0933927410953659,1.06603626147349
"Parvimonas","Skin",2.905247196705e-08,0.320597086473926,0.447775059210885,0.807325351916638,0.691748181161671,0.721541950113379,7331,7,288,3720,3,79,0.507434183603874,0.428571428571429,0.274305555555556,1.2589404519055e-07,0.895833333333333,0.977272727272727,0.115577170754967,0.742217526548796
"Parviterribacter","Skin",4.80982103633267e-07,NA,NA,0.928428647666427,0.729556901863069,NA,102,NA,69,85,NA,34,0.833333333333333,NA,0.492753623188406,1.86938405226538e-06,NA,NA,0.198871745803358,NA
"Pedobacter","Skin",0.0322097481675499,NA,NA,0.902299225303226,0.766212256252363,NA,1282,NA,44,1010,NA,28,0.78783151326053,NA,0.636363636363636,0.0610204776842528,NA,NA,0.136086969050863,NA
"Peptoniphilus","Skin",7.00573796779469e-104,0.0591668866142056,0.000449101767081817,0.817849033997233,0.648732070901553,0.813714975785614,101572,92,2532,25490,0,308,0.250954987595007,0,0.121642969984202,6.6029080346465e-102,0.678446966509557,0.00965568799225906,0.169116963095681,0.0244449648098309
"Peptostreptococcus","Skin",0.00429694926731634,0.2,0.9,0.718084510352289,0.662476745026112,0.408400809716599,9546,3,321,2945,0,68,0.308506180599204,0,0.21183800623053,0.0103181520622819,0.875607384230053,1,0.0556077653261762,5.56907293107699
"Peredibacter","Skin",8.84408123027124e-38,NA,NA,0.989437428243398,0.739134348486769,NA,134,NA,56,132,NA,1,0.985074626865672,NA,0.0178571428571429,2.22281241587484e-36,NA,NA,0.25030307975663,NA
"Phascolarctobacterium","Skin",0.000134832645461633,NA,NA,0.778930235045631,0.549052629113482,NA,687,NA,54,325,NA,10,0.473071324599709,NA,0.185185185185185,0.000416654978188816,NA,NA,0.229877605932149,NA
"Phocaeicola","Skin",5.78682387849757e-12,0.333333333333333,0.666666666666667,0.781087859552715,0.642902867395068,0.700870882241575,6207,2,346,2062,0,49,0.332205574351539,0,0.141618497109827,3.46290889237077e-11,0.895833333333333,1,0.138184992157647,0.580504265033535
"Phreatobacter","Skin",0.200262680088631,0.5,0.5,0.597537759350224,0.42446075663467,0.428571428571429,130,1,5,16,0,0,0.123076923076923,0,0,0.278594208093779,0.905263157894737,0.977272727272727,0.173077002715554,0.976249461960497
"Porphyromonas","Skin",1.35141101518872e-17,0.996590951632661,2.97592121087595e-06,0.814111657078718,0.751200916985893,0.907427509431904,67362,91,1925,27652,50,559,0.410498500638342,0.54945054945055,0.29038961038961,1.21305226839559e-16,1,0.000127964612067666,0.0629107400928255,0
"Povalibacter","Skin",0.0864774589942103,NA,NA,1,0.739984882842026,NA,29,NA,7,29,NA,5,1,NA,0.714285714285714,0.138144076444141,NA,NA,0.260015117157974,NA
"Prevotella","Skin",1.06072645473312e-30,0.0141099643730432,0.624764161499935,0.930609744618662,0.878337561094697,0.87534758880915,138460,87,3231,77537,37,1462,0.559995666618518,0.425287356321839,0.452491488703188,1.99946936717193e-29,0.40448564536057,1,0.0522721835239647,1.05720006481413
"Propionibacterium","Skin",0.042391861991761,NA,NA,0.834683534269838,0.701097020626432,NA,185,NA,25,138,NA,12,0.745945945945946,NA,0.48,0.0761034855756852,NA,NA,0.133586513643405,NA
"Pseudomonas","Skin",0.00020010424467623,0.156943456958248,0.644137153763119,0.925556208019177,0.90907495167668,0.911770982523142,160787,103,4135,121917,72,3013,0.758251599942781,0.699029126213592,0.728657799274486,0.000594010238133376,0.875607384230053,1,0.0164812563424974,0.836418365782592
"Pseudonocardia","Skin",0.0790062574091584,NA,NA,0.914526775747908,0.749358974358974,NA,393,NA,13,339,NA,8,0.862595419847328,NA,0.615384615384615,0.128385168289882,NA,NA,0.165167801388933,NA
"Rheinheimera","Skin",0.0106112989663451,NA,NA,0.870667316280661,0.741302948046173,NA,300,NA,25,207,NA,8,0.69,NA,0.32,0.0233945012298954,NA,NA,0.129364368234488,NA
"Roseomonas","Skin",6.51196687069923e-12,0.5,0.339680449762237,0.854244508584052,0.718230800573349,0.785714285714286,13309,4,382,8497,3,159,0.638440153279735,0.75,0.416230366492147,3.83595548477126e-11,0.905263157894737,0.859740963555174,0.136013708010703,0.50384791262638
"Rothia","Skin",8.54925261317125e-46,0.186056940826121,0.0821802636381475,0.875436884308569,0.785590729351151,0.838713564679729,138350,102,3859,68219,45,1526,0.493089989157933,0.441176470588235,0.395439232961907,2.93006203196869e-44,0.875607384230053,0.543654051760053,0.0898461549574179,0.408735573005269
"Rubellimicrobium","Skin",2.44177900626491e-16,1,0.0983528012294734,0.952076071348326,0.765708244911583,1,2316,3,166,1998,3,73,0.862694300518135,1,0.439759036144578,2.04566818969305e-15,1,0.583333855567911,0.186367826436743,0
"Ruminococcus","Skin",0.0318535231783423,NA,NA,0.818483064837435,0.671355788438537,NA,871,NA,32,461,NA,11,0.529276693455798,NA,0.34375,0.0606503951426012,NA,NA,0.147127276398898,NA
"Ruminococcus2","Skin",0.0447372362865895,0.5,1,0.731391973162298,0.571143501729064,0.375,303,1,21,110,0,4,0.363036303630363,0,0.19047619047619,0.0786540335672545,0.905263157894737,1,0.160248471433235,2.22399608542154
"Schaalia","Skin",5.46800878182037e-12,0.932285470012595,0.00577890265279737,0.782127602885949,0.706249969138956,0.817979757206382,79271,79,2056,26926,37,620,0.339670245108552,0.468354430379747,0.301556420233463,3.3249021141069e-11,1,0.0903610232982861,0.0758776337469932,0
"Selenomonas","Skin",1.49528652330382e-08,0.140237486633337,0.596580066629781,0.916815460223081,0.822429892819008,0.879905275854758,7830,6,292,5242,2,136,0.669476372924649,0.333333333333333,0.465753424657534,6.63203552100636e-08,0.875607384230053,1,0.094385567404073,0.391057503636191
"Shewanella","Skin",0.00639169720677999,NA,NA,0.818411123166034,0.507924674025501,NA,200,NA,10,99,NA,0,0.495,NA,0,0.0149668934593544,NA,NA,0.310486449140533,NA
"Solobacterium","Skin",0.000286419062566367,0.196969696969697,0.713422571904406,0.557201031742958,0.465174401427066,0.372045855379189,6628,6,269,115,0,2,0.0173506336753168,0,0.00743494423791822,0.00083705415959318,0.875607384230053,1,0.0920266303158922,2.01197387895441
"Sphingopyxis","Skin",1.1012615807104e-09,NA,NA,0.787812307597301,0.473813808310478,NA,455,NA,73,300,NA,3,0.659340659340659,NA,0.0410958904109589,5.25538754339014e-09,NA,NA,0.313998499286823,NA
"Spirosoma","Skin",2.52230714312565e-07,NA,NA,0.975977065759344,0.785851161061022,NA,596,NA,70,558,NA,40,0.936241610738255,NA,0.571428571428571,1.00095767679828e-06,NA,NA,0.190125904698322,NA
"Staphylococcus","Skin",1.40295401930723e-29,0.220822370674746,0.189182237505928,0.695436107327059,0.653758634429178,0.675772458350253,574311,296,14548,0,0,0,0,0,0,2.29962463164706e-28,0.876877902059512,0.701961875177683,0.0416774728978809,0.471805212974072
"Stenotrophobacter","Skin",1.10434771704465e-44,NA,NA,0.966669133760019,0.778719827118862,NA,1069,NA,206,961,NA,32,0.898971000935454,NA,0.155339805825243,3.46949241104862e-43,NA,NA,0.187949306641157,NA
"Stomatobaculum","Skin",0.049396886149971,0.566073906011361,0.222814599989552,0.708845083914552,0.620871692469507,0.75843706974566,3144,11,85,969,3,20,0.308206106870229,0.272727272727273,0.235294117647059,0.0849941935895773,0.964007047860932,0.749973159971642,0.0879733914450453,0
"Streptobacillus","Skin",1.36701558149082e-14,NA,NA,0.90351543113355,0.559907308102956,NA,414,NA,82,342,NA,15,0.826086956521739,NA,0.182926829268293,9.72386555135924e-14,NA,NA,0.343608123030594,NA
"Streptococcus","Skin",6.58836633369294e-33,0.526221762701367,0.0351114050153154,0.753507147774939,0.694313057578726,0.754358522501337,309270,184,8549,44194,26,1388,0.142897791573706,0.141304347826087,0.162358170546263,1.3798967265568e-31,0.942813991506616,0.301958083131713,0.0591940901962134,0
"Sutterella","Skin",0.0114755398499434,NA,NA,0.868922239433269,0.646435671663947,NA,96,NA,9,62,NA,0,0.645833333333333,NA,0,0.0250073903088363,NA,NA,0.222486567769322,NA
"Tannerella","Skin",1.60932939488986e-06,0.945221711608657,0.0370049849931174,0.884138427897279,0.70593285720481,1,2937,6,138,2028,6,62,0.69050051072523,1,0.449275362318841,5.94820766542624e-06,1,0.303088448515056,0.178205570692469,0
"Terrisporobacter","Skin",0.0145624515646961,NA,NA,0.717485757027477,0.305509895318258,NA,59,NA,7,20,NA,0,0.338983050847458,NA,0,0.0310171990954261,NA,NA,0.41197586170922,NA
"Tessaracoccus","Skin",4.91848676664263e-05,NA,NA,0.663810383724249,0.504936826091511,NA,788,NA,115,286,NA,13,0.362944162436548,NA,0.11304347826087,0.000154522459252023,NA,NA,0.158873557632737,NA
"Thermus","Skin",0.0366608192920966,NA,NA,0.716723457171287,0.386970652384186,NA,129,NA,7,54,NA,0,0.418604651162791,NA,0,0.068386663443163,NA,NA,0.329752804787101,NA
"Treponema","Skin",0.000144312047064,0.711422275167929,0.0145464713534015,0.970169939401945,0.809887135090372,0.987654320987654,1312,15,51,1150,14,29,0.876524390243902,0.933333333333333,0.568627450980392,0.000442322290594538,1,0.19246100559885,0.160282804311573,0
"Unclassified_Acetobacteraceae","Skin",2.68471763388412e-38,NA,NA,0.996556037708756,0.859191483557247,NA,4261,NA,299,4217,NA,160,0.989673785496362,NA,0.535117056856187,7.78568113826396e-37,NA,NA,0.137364554151509,NA
"Unclassified_Acidimicrobiales","Skin",1.91840389391652e-08,NA,NA,0.983195014024345,0.850880401800734,NA,566,NA,64,545,NA,34,0.962897526501767,NA,0.53125,8.40974730240147e-08,NA,NA,0.132314612223611,NA
"Unclassified_Actinobacteria","Skin",5.67552175560374e-08,1,1,0.983573184307307,0.906321445985262,1,6051,3,274,5852,3,228,0.96711287390514,1,0.832116788321168,2.43144511575297e-07,1,1,0.077251738322045,0
"Unclassified_Actinomycetaceae","Skin",0.0219131827330471,NA,NA,0.649876759690118,0.259938039543303,NA,114,NA,6,39,NA,0,0.342105263157895,NA,0,0.0443331095998176,NA,NA,0.389938720146815,NA
"Unclassified_Aerococcaceae","Skin",1.13961049538271e-05,NA,NA,0.597015830882436,0.458460279391141,NA,1008,NA,168,177,NA,3,0.175595238095238,NA,0.0178571428571429,3.94158859412185e-05,NA,NA,0.138555551491295,NA
"Unclassified_Alphaproteobacteria","Skin",7.86328614773263e-14,NA,NA,0.988079227431053,0.840097796233292,NA,2686,NA,164,2619,NA,108,0.975055845122859,NA,0.658536585365854,5.48973866239852e-13,NA,NA,0.147981431197761,NA
"Unclassified_Anaerolineae","Skin",0.000924297646907361,NA,NA,0.986928104575163,0.576143692296142,NA,36,NA,9,35,NA,2,0.972222222222222,NA,0.222222222222222,0.00248900152060054,NA,NA,0.410784412279021,NA
"Unclassified_Armatimonadetes_gp5","Skin",1.30388551557327e-12,NA,NA,1,0.734060055979318,NA,67,NA,24,67,NA,9,1,NA,0.375,8.19274732285205e-12,NA,NA,0.265939944020682,NA
"Unclassified_Aurantimonadaceae","Skin",0.000157078516229694,NA,NA,0.810623632099006,0.614779473650383,NA,825,NA,36,450,NA,2,0.545454545454545,NA,0.0555555555555556,0.000477569359827375,NA,NA,0.195844158448623,NA
"Unclassified_Bacillaceae_1","Skin",2.44316599493106e-07,0.565699454794156,0.154455708134481,0.739866461223835,0.69278927359714,0.744633188626386,79906,54,1850,30385,20,588,0.380259304683003,0.37037037037037,0.317837837837838,9.79865510732989e-07,0.964007047860932,0.692430999497302,0.0470771876266955,0
"Unclassified_Bacteria","Skin",1.00598795212542e-12,0.244437272557859,0.27178082631669,0.950897491437136,0.923242111825026,0.931307850515566,65640,78,2178,54876,62,1635,0.836014625228519,0.794871794871795,0.75068870523416,6.53892168881526e-12,0.876877902059512,0.854969103264583,0.0276553796121105,0.708348292315306
"Unclassified_Bacteroidales","Skin",1.39247490496731e-34,0.590054656466104,0.040887443372423,0.905738610484298,0.763545395826452,0.924923128064489,20619,12,690,14600,9,270,0.708084776177312,0.75,0.391304347826087,3.28101899482922e-33,0.967965367965368,0.319665466366216,0.142193214657847,0
"Unclassified_Bacteroidetes","Skin",1.18437181229483e-15,0.887323401340459,0.0177088584109471,0.892302017812149,0.768744730397544,0.994074074074074,8139,9,367,5655,8,146,0.694802801326944,0.888888888888889,0.397820163487738,9.30225360906567e-15,1,0.212699955891884,0.123557287414605,0
"Unclassified_Burkholderiales","Skin",0.000992689632354898,NA,NA,0.694101643590938,0.531911255282871,NA,646,NA,57,235,NA,2,0.363777089783282,NA,0.0350877192982456,0.00265421270494891,NA,NA,0.162190388308067,NA
"Unclassified_Candidatus_Saccharibacteria","Skin",2.54132711058162e-20,0.168282694091612,0.273391283020652,0.922363265962724,0.854391437858496,0.888471970551428,50598,37,1368,33407,20,701,0.660243487884897,0.540540540540541,0.512426900584795,2.73737234482649e-19,0.875607384230053,0.854969103264583,0.0679718281042276,0.498607972693143
"Unclassified_Cardiobacteriaceae","Skin",0.00283465299458131,NA,NA,0.778514618878903,0.599691575485378,NA,419,NA,46,244,NA,13,0.582338902147971,NA,0.282608695652174,0.00707724621825929,NA,NA,0.178823043393526,NA
"Unclassified_Carnobacteriaceae","Skin",4.22462066392862e-07,0.205895870979596,0.595437125969717,0.58530978491788,0.537506802530329,0.519266175977777,67209,38,1759,1461,0,16,0.0217381600678481,0,0.00909607731665719,1.65904373989697e-06,0.875607384230053,1,0.0478029823875512,1.38157925806115
"Unclassified_Chitinophagaceae","Skin",3.94424418942405e-19,1,1,0.993701419024434,0.880888966592379,1,2919,1,240,2857,1,161,0.978759849263446,1,0.670833333333333,3.81276938310992e-18,1,1,0.112812452432056,0
"Unclassified_Chloroflexi","Skin",1.51072733021225e-25,NA,NA,0.983367708744014,0.78335679954769,NA,824,NA,122,786,NA,34,0.953883495145631,NA,0.278688524590164,2.03408644103578e-24,NA,NA,0.200010909196324,NA
"Unclassified_Clostridia","Skin",0.00114086423815481,NA,NA,0.698617078203169,0.543411912140059,NA,1460,NA,80,493,NA,12,0.337671232876712,NA,0.15,0.00300773299149903,NA,NA,0.15520516606311,NA
"Unclassified_Clostridiales","Skin",0.000774860213466346,1,0.252492537546923,0.971366375385457,0.898331594567963,1,3717,3,108,3422,3,83,0.920634920634921,1,0.768518518518518,0.00210159928400585,1,0.819409744491901,0.0730347808174933,0
"Unclassified_Comamonadaceae","Skin",0.052722606073849,0.5,0.5,0.883969429231697,0.833572215240224,0.88235294117647,4415,3,142,3389,2,97,0.767610419026048,0.666666666666667,0.683098591549296,0.0899385633024483,0.905263157894737,0.977272727272727,0.0503972139914737,0.0320749487362579
"Unclassified_Cytophagaceae","Skin",7.72540485401772e-08,NA,NA,0.980266332024848,0.617847570120176,NA,157,NA,33,151,NA,11,0.961783439490446,NA,0.333333333333333,3.27244677524121e-07,NA,NA,0.362418761904671,NA
"Unclassified_Deltaproteobacteria","Skin",0.179658669164785,NA,NA,1,0.925925925925926,NA,219,NA,12,219,NA,11,1,NA,0.916666666666667,0.255031409884426,NA,NA,0.0740740740740741,NA
"Unclassified_Enterobacteriaceae","Skin",1.9972107916714e-10,NA,NA,0.852160957192313,0.597625000239569,NA,522,NA,73,343,NA,6,0.657088122605364,NA,0.0821917808219178,1.04576176175017e-09,NA,NA,0.254535956952744,NA
"Unclassified_Erythrobacteraceae","Skin",3.20295848843093e-18,NA,NA,0.831496461838986,0.729656218752891,NA,1984,NA,227,1068,NA,9,0.538306451612903,NA,0.039647577092511,3.01878837534615e-17,NA,NA,0.101840243086095,NA
"Unclassified_Family_I","Skin",0.316306919311154,NA,NA,0.96104829596783,0.932487922705314,NA,831,NA,30,775,NA,27,0.932611311672684,NA,0.9,0.396957216526289,NA,NA,0.0285603732625156,NA
"Unclassified_Firmicutes","Skin",0.027609180487898,NA,NA,0.977210388882663,0.9216826706754,NA,1228,NA,47,1155,NA,38,0.940553745928339,NA,0.808510638297872,0.0539308862380183,NA,NA,0.0555277182072637,NA
"Unclassified_Flavobacteriaceae","Skin",7.16282026039224e-16,NA,NA,0.883789987933953,0.641652616490042,NA,2611,NA,164,1910,NA,47,0.731520490233627,NA,0.286585365853659,5.74549625142101e-15,NA,NA,0.242137371443911,NA
"Unclassified_Flavobacteriales","Skin",6.07915336077868e-17,NA,NA,0.837800238266475,0.593744976414383,NA,1142,NA,133,705,NA,6,0.617338003502627,NA,0.0451127819548872,5.20872912957627e-16,NA,NA,0.244055261852093,NA
"Unclassified_Gammaproteobacteria","Skin",0.000165378245546574,0.0898562474394999,0.696382228112944,0.970630501888529,0.867079448151242,0.946938775510204,2827,5,94,2641,3,70,0.934205871949063,0.6,0.74468085106383,0.000498780788568468,0.735757427295503,1,0.103551053737286,0.22879271164571
"Unclassified_Gemmataceae","Skin",0.037706310232464,NA,NA,0.986093552465234,0.700680272108844,NA,113,NA,7,111,NA,4,0.982300884955752,NA,0.571428571428571,0.0693428241836045,NA,NA,0.28541328035639,NA
"Unclassified_Gp16","Skin",3.50659799481163e-06,NA,NA,0.86932228466063,0.617870556989221,NA,42,NA,36,27,NA,5,0.642857142857143,NA,0.138888888888889,1.27114177311922e-05,NA,NA,0.251451727671409,NA
"Unclassified_Iamiaceae","Skin",1.88125912528302e-67,NA,NA,0.99721059972106,0.613204773102383,NA,239,NA,112,238,NA,7,0.99581589958159,NA,0.0625,1.18205781705283e-65,NA,NA,0.384005826618677,NA
"Unclassified_Intrasporangiaceae","Skin",0.0188952465639795,NA,NA,0.913931624593786,0.736825509058063,NA,384,NA,22,318,NA,12,0.828125,NA,0.545454545454545,0.038926272976067,NA,NA,0.177106115535723,NA
"Unclassified_Isosphaeraceae","Skin",1.11002503613687e-10,NA,NA,0.996367831298416,0.865094925363306,NA,1016,NA,112,1010,NA,75,0.994094488188976,NA,0.669642857142857,6.24596177050147e-10,NA,NA,0.13127290593511,NA
"Unclassified_Lachnospiraceae","Skin",5.47931936763231e-21,0.356156412144959,0.190664296445442,0.934066777649962,0.86198270182571,0.873835705398859,30533,23,1070,21701,16,574,0.710739200209609,0.695652173913043,0.536448598130841,6.0755982399923e-20,0.905263157894737,0.701961875177683,0.0720840758242517,0.835566962084011
"Unclassified_Leptotrichiaceae","Skin",0.0168423990040304,0.0584223628159129,0.87596834893555,0.870948126091135,0.793561338184809,0.692412939025585,6007,7,202,3161,1,91,0.526219410687531,0.142857142857143,0.45049504950495,0.0350805769310467,0.678446966509557,1,0.0773867879063261,2.30704997449513
"Unclassified_Microbacteriaceae","Skin",0.0287101530736704,NA,NA,0.962837974126561,0.907669388234139,NA,1953,NA,63,1804,NA,51,0.923707117255504,NA,0.80952380952381,0.0557924108699678,NA,NA,0.0551685858924218,NA
"Unclassified_Micrococcaceae","Skin",5.0859948774859e-06,0.0206134166685818,0.812441432584132,0.814654092665948,0.604526945902579,0.431327703027949,2839,6,81,1869,0,23,0.658330398027475,0,0.283950617283951,1.8261143512497e-05,0.506501095285154,1,0.210127146763369,1.82425924276065
"Unclassified_Micrococcales","Skin",1.08413486314811e-10,1,0.75,0.972478672435414,0.774562310461369,1,1288,1,89,1216,1,46,0.944099378881988,1,0.51685393258427,6.19270974858844e-10,1,1,0.197916361974045,0
"Unclassified_Micromonosporaceae","Skin",1,NA,NA,1,1,NA,86,NA,5,86,NA,5,1,NA,1,1,NA,NA,0,NA
"Unclassified_Myxococcales","Skin",0.0113130284615555,NA,NA,0.993605571383349,0.922404692082111,NA,486,NA,42,481,NA,37,0.989711934156379,NA,0.880952380952381,0.0247965798256187,NA,NA,0.0712008793012378,NA
"Unclassified_Neisseriaceae","Skin",2.29730358797872e-10,NA,NA,0.892001735555643,0.649823400183743,NA,1546,NA,107,1199,NA,37,0.775549805950841,NA,0.345794392523364,1.18641568858627e-09,NA,NA,0.2421783353719,NA
"Unclassified_Pasteurellaceae","Skin",5.65244338046907e-32,0.5,0.176839258659232,0.913482050081035,0.502354461098438,0.871794871794872,2962,3,195,2302,2,42,0.777177582714382,0.666666666666667,0.215384615384615,1.12156376549307e-30,0.905263157894737,0.701961875177683,0.411127588982597,0.101397180348136
"Unclassified_Peptostreptococcaceae","Skin",2.02924394498165e-07,0.5,1,0.907666817438192,0.68363916435353,0.7,591,1,74,479,0,29,0.810490693739425,0,0.391891891891892,8.31548877454437e-07,0.905263157894737,1,0.224027653084662,0.926969570848972
"Unclassified_Propionibacteriaceae","Skin",5.84855753586036e-18,1,0.5,0.98227778003618,0.601704767453457,1,617,1,85,593,1,27,0.961102106969206,1,0.317647058823529,5.37781997809599e-17,1,0.977272727272727,0.380573012582723,0
"Unclassified_Proteobacteria","Skin",0.00053979374753319,NA,NA,0.990908724909606,0.939506525200781,NA,2080,NA,131,2036,NA,114,0.978846153846154,NA,0.870229007633588,0.00151867345388069,NA,NA,0.0514021997088255,NA
"Unclassified_Rhizobiaceae","Skin",0.000299950874997345,NA,NA,0.878870387381223,0.620801151730617,NA,150,NA,40,121,NA,17,0.806666666666667,NA,0.425,0.000863217403618314,NA,NA,0.258069235650606,NA
"Unclassified_Rhizobiales","Skin",5.60887225062336e-06,1,1,0.978141231219859,0.934972049077069,1,4113,2,256,3880,2,209,0.943350352540725,1,0.81640625,1.99485362121227e-05,1,1,0.0431691821427895,0
"Unclassified_Rhodobacteraceae","Skin",1.78682683160782e-10,0.617202758002118,0.220343008244339,0.931487663989313,0.810679771731576,0.961904761904762,6669,5,229,5484,4,126,0.822312190733243,0.8,0.550218340611354,9.76280747124854e-10,0.992139012863218,0.749973159971642,0.120807892257737,0
"Unclassified_Rhodospirillales","Skin",0.0403796589971567,1,1,0.983723142720464,0.93982683982684,1,412,2,21,400,2,18,0.970873786407767,1,0.857142857142857,0.0731881319323465,1,1,0.0438963028936247,0
"Unclassified_Ruminococcaceae","Skin",4.91112770683407e-09,1,1,0.94685992754164,0.773639509490776,1,2496,1,131,2114,1,70,0.846955128205128,1,0.534351145038168,2.2307170427427e-08,1,1,0.173220418050864,0
