"genus","class","fc1_p","fc2_p","fc3_p","between_mean1","within_mean1","family_mean1","total_number_between","total_number_family","total_number_within","number_1_between","number_1_family","number_1_within","freq_between","freq_family","freq_within","fc1_p_adjust","fc2_p_adjust","fc3_p_adjust","fc1","fc2"
"Collinsella","Stool",0,2.32094746356559e-11,0,0.920600372307135,0.714153306751406,0.913572513454877,209272,7873,6301,151839,5290,2020,0.725558125310601,0.671916677251365,0.320584034280273,0,1.19248680024577e-10,0,0.206447065555729,0.0340419411307209
"Comamonas","Stool",0.0446750736976944,NA,NA,0.865849567123696,0.701999655366315,NA,29,NA,7,14,NA,0,0.482758620689655,NA,0,0.0496681701697897,NA,NA,0.163849911757382,NA
"Coprobacter","Stool",0,1,0,0.957458953909879,0.64660246560525,0.977526189752634,74365,4152,4511,63401,3905,1191,0.852565050763128,0.940510597302505,0.264021281312348,0,1,0,0.310856488304629,0
"Coprococcus","Stool",0,3.19760454850705e-116,0,0.954484137140695,0.743170128515767,0.933463464877841,274142,16278,9505,214020,10829,2778,0.780690299188012,0.66525371667281,0.292267227774855,0,9.52886155455101e-115,0,0.211314008624927,0.0994759997202281
"Coraliomargarita","Stool",9.0902679344319e-07,1,7.40972032436243e-30,0.755068713893722,0.546620410272957,1,839,98,98,411,98,16,0.489868891537545,1,0.163265306122449,1.25405886102747e-06,1,1.26902106704598e-29,0.208448303620764,0
"Cuneatibacter","Stool",1.21137290585402e-71,1,3.68377245367791e-146,0.953356849282293,0.89049664910677,0.97685217678424,172422,9160,5996,154267,8580,4648,0.894706011993829,0.936681222707424,0.775183455637091,2.75842746031819e-71,1,8.99806714095095e-146,0.0628602001755235,0
"Cutibacterium","Stool",6.09958568123161e-05,NA,NA,0.779343290771908,0.450161305100377,NA,108,NA,28,69,NA,0,0.638888888888889,NA,0,8.06169016610332e-05,NA,NA,0.329181985671531,NA
"Desulfonispora","Stool",0.00474241780257116,NA,NA,0.906509646458159,0.628698752228164,NA,279,NA,21,232,NA,10,0.831541218637993,NA,0.476190476190476,0.00563721361437704,NA,NA,0.277810894229995,NA
"Desulfovibrio","Stool",3.31027592540968e-83,0.706806392123257,4.25870442472812e-18,0.961277924276744,0.624370290656547,0.959039600495536,7427,94,480,6845,89,141,0.921637269422378,0.946808510638298,0.29375,7.82052687378036e-83,1,7.05052176982766e-18,0.336907633620197,0.00664373127185096
"Dialister","Stool",1.16003115690367e-129,0.979140038909434,2.90473167189964e-75,0.9274075304775,0.616869725403603,0.96073548623054,13851,378,822,11274,326,165,0.813948451375352,0.862433862433862,0.200729927007299,3.08797026274357e-129,1,6.18292884447209e-75,0.310537805073897,0
"Dielma","Stool",0.000281089213856722,0.124138114974541,0.0156275893005342,0.862679290744402,0.711584840178721,0.797179786096654,1632,111,87,1188,75,42,0.727941176470588,0.675675675675676,0.482758620689655,0.00035417240945947,0.342529243170493,0.0176402333771182,0.151094450565681,0.433500399270295
"Dorea","Stool",0,0.999716967731758,0,0.905105891410765,0.777185675038667,0.923122653594217,322277,18867,10397,205424,11901,3979,0.637414398173,0.630783908411512,0.382706549966336,0,1,0,0.127920216372098,0
"Duncaniella","Stool",8.82942791971859e-123,NA,NA,0.994646323070366,0.606237908403513,NA,4066,NA,494,3998,NA,111,0.983275946876537,NA,0.224696356275304,2.25508361733353e-122,NA,NA,0.388408414666853,NA
"Duodenibacillus","Stool",1.13360277623201e-28,0.996504442225471,7.12656610832978e-12,0.897669839954782,0.504538276250912,0.988977072310406,1182,36,160,881,35,23,0.745346869712352,0.972222222222222,0.14375,2.12129628423614e-28,1,1.06185835014114e-11,0.39313156370387,0
"Dysosmobacter","Stool",4.78547365800932e-140,1,1.50444314707366e-208,0.820679712930743,0.69594724411236,0.845762324820658,259278,13549,7299,153893,8669,2982,0.59354438093475,0.639825817403498,0.408549116317304,1.33008017847612e-139,1,4.07567325298136e-208,0.124732468818383,0
"Eggerthella","Stool",1.56940140028309e-68,0.9999998809246,1.70225819012615e-84,0.910151764603394,0.661441553284154,0.932202031373266,26207,2684,755,20855,2284,268,0.795779753500973,0.85096870342772,0.354966887417219,3.48961017239416e-68,1,3.72994809307055e-84,0.248710211319241,0
"Eisenbergiella","Stool",0,0.571538138246089,0,0.959629707202957,0.771736229190388,0.956436053721409,153986,9490,5595,133582,8258,2775,0.86749444754718,0.870179135932561,0.49597855227882,0,1,0,0.18789347801257,0.0169971492109736
"Enorma","Stool",3.21518012620474e-15,1,1.05608349382695e-05,0.977114208693454,0.591099817797201,1,145,14,51,139,14,7,0.958620689655172,1,0.137254901960784,5.33043020923418e-15,1,1.39253487239128e-05,0.386014390896253,0
"Enterocloster","Stool",6.35630848720065e-69,0.103991822804807,5.11897196973356e-64,0.977485350573148,0.883692462880808,0.976012350386045,82370,5522,2208,76074,5067,1614,0.923564404516207,0.917602318000724,0.730978260869565,1.43016940962015e-68,0.309895631958324,1.07426313167648e-63,0.0937928876923406,0.0157048175330192
"Enterococcus","Stool",0.19138749288871,NA,NA,0.927234368582429,0.820311016144349,NA,264,NA,12,210,NA,8,0.795454545454545,NA,0.666666666666667,0.200956867533145,NA,NA,0.10692335243808,NA
"Erysipelatoclostridium","Stool",0.00201556499666177,0.947323086464157,1.47590054496111e-06,0.554001285969364,0.4692730865095,0.596171385802099,5703,345,280,1080,59,38,0.189374013677012,0.171014492753623,0.135714285714286,0.00244193451518638,1,1.96347483213576e-06,0.0847281994598639,0
"Escherichia/Shigella","Stool",7.59528792204999e-23,6.7606462446126e-06,1.10058032874832e-12,0.960307282519496,0.857464884245164,0.930031662962385,14177,1247,507,11925,969,288,0.841151160330112,0.777064955894146,0.568047337278107,1.35425416723344e-22,2.87810368699222e-05,1.6564289796313e-12,0.102842398274332,0.294388501874006
"Eubacterium","Stool",4.25933623910722e-34,NA,NA,0.955081710295073,0.452347950348479,NA,243,NA,108,225,NA,2,0.925925925925926,NA,0.0185185185185185,8.21443417542107e-34,NA,NA,0.502733759946594,NA
"Faecalibacillus","Stool",0,1.53029114184968e-81,3.31729383043333e-243,0.876224498820061,0.664161115202104,0.8252680594398,229375,12695,6795,146662,6689,1888,0.639398365122616,0.526900354470264,0.27785136129507,0,3.25733400193718e-80,9.69170158303072e-243,0.212063383617957,0.240288721753402
"Faecalibacterium","Stool",0,4.0596919184556e-08,0,0.932481828863215,0.6371589247303,0.931807650942157,367694,20592,10885,105286,4672,447,0.286341359935163,0.226884226884227,0.0410656867248507,0,2.01631365283295e-07,0,0.295322904132915,0.00228285009940913
"Faecalicatena","Stool",6.17157493341504e-12,0.930038832904517,1.01341451265258e-15,0.937708575211731,0.810088987112839,0.954954984585182,7374,570,441,6486,516,308,0.879576891781937,0.905263157894737,0.698412698412698,9.63989803649127e-12,1,1.60636981260888e-15,0.127619588098892,0
"Faecalimonas","Stool",5.20832329669364e-18,0.999925298805057,1.30402243590992e-28,0.961615678653961,0.834456295698862,0.982831687965146,4129,384,338,3696,371,207,0.895131993218697,0.966145833333333,0.612426035502959,8.9488463915918e-18,1,2.20794707898385e-28,0.127159382955099,0
"Faecalitalea","Stool",0.000469075043354876,NA,NA,0.782187347282846,0.530651440843964,NA,225,NA,28,99,NA,0,0.44,NA,0,0.000583257784171523,NA,NA,0.251535906438881,NA
"Flavonifractor","Stool",1.08790687968058e-285,0.128310197209997,1.85138423389769e-270,0.932923080867558,0.756484667746343,0.926278915841778,182737,12362,4929,145276,9793,2289,0.795000465149368,0.792185730464326,0.464394400486914,3.73844364108416e-285,0.347603988805264,5.62971940511746e-270,0.176438413121215,0.0376571343407853
"Fournierella","Stool",7.48840269357904e-33,0.996131187313624,7.89568419327753e-32,0.983309843031582,0.727131053768864,1,4098,249,309,3976,249,174,0.970229380185456,1,0.563106796116505,1.42960415059236e-32,1,1.4005439819028e-31,0.256178789262718,0
"Frisingicoccus","Stool",0,0.924497346329412,1.21723375063783e-09,0.989042591727849,0.718989277732493,1,12973,49,3268,12670,49,1487,0.976643798658753,1,0.455018359853121,0,1,1.69502643780407e-09,0.270053313995356,0
"Fusicatenibacter","Stool",0,1,0,0.890504988032224,0.675980181812628,0.913543354392532,343179,19009,10628,165345,11940,2276,0.481803956535802,0.628123520437687,0.214151298456906,0,1,0,0.214524806219596,0
"Fusobacterium","Stool",2.65617561063425e-48,0.165272670869465,4.7182446838394e-45,0.98057955923432,0.637262944094497,0.976416674488642,1923,338,295,1726,295,101,0.89755590223609,0.872781065088757,0.342372881355932,5.57796878233193e-48,0.42090395480226,9.25024286700093e-45,0.343316615139822,0.0121254974624008
"Gabonibacter","Stool",0.0126849299110269,1,0.0126849299110269,1,0.536877099911583,1,15,8,5,15,8,1,1,1,0.2,0.014891004678162,1,0.0144278973797176,0.463122900088417,0
"Gemmiger","Stool",3.81158245957472e-78,0.993306264474844,9.65567975300252e-52,0.983788023058344,0.397695383556498,1,1758,147,240,1693,147,15,0.963026166097838,1,0.0625,8.78523274219051e-78,1,1.94418416648294e-51,0.586092639501847,0
"Gordonibacter","Stool",4.01923914858581e-64,0.000348684063020237,8.48082542353824e-42,0.888430911235947,0.604336386065979,0.835149867150402,9999,586,590,7792,408,156,0.779277927792779,0.696245733788396,0.264406779661017,8.73145056416916e-64,0.00136720856289514,1.64109478974961e-41,0.284094525169968,0.187546887972123
"Haemophilus","Stool",3.67650759912845e-05,2.04333867900399e-05,0.0502401941737823,0.943551801654694,0.886941566804414,0.907407021696714,2435,490,156,2068,364,101,0.849281314168378,0.742857142857143,0.647435897435897,4.8933798326428e-05,8.4571517547665e-05,0.0558640965066684,0.0566102348502804,0.638484896831349
"Holdemanella","Stool",1.94055826225314e-258,1,2.11726403108114e-306,0.943222444836403,0.549913870205676,0.972432132519575,15654,3684,1165,13010,3326,127,0.831097483071419,0.902823018458198,0.109012875536481,6.4344826590499e-258,1,7.16982592343388e-306,0.393308574630727,0
"Holdemania","Stool",1.51406983919362e-35,0.959107184935126,2.84495479660059e-40,0.975519703319245,0.725720060954317,0.990677382498255,11001,409,371,10593,402,213,0.962912462503409,0.982885085574572,0.574123989218329,2.95009484131541e-35,1,5.434593137096e-40,0.249799642364928,0
"Howardella","Stool",3.49379419813498e-20,0.937812458516089,2.98982960772748e-14,0.87251983828486,0.776712177133585,0.894423682324983,9566,659,1556,7599,544,1005,0.794375914697888,0.825493171471927,0.645886889460154,6.05804682061936e-20,1,4.64046470366036e-14,0.0958076611512746,0
"Hungatella","Stool",2.12238183521778e-05,0.987528633498261,1.89992270396031e-08,0.987724399330858,0.951254948672235,0.99353410921785,12781,560,354,12427,555,317,0.972302636726391,0.991071428571429,0.895480225988701,2.8448948003983e-05,1,2.59714204486318e-08,0.0364694506586233,0
"Hydrogeniiclostridium","Stool",5.31672561498469e-42,0.0010850915243068,6.36192092078417e-35,0.96076726074988,0.695141823947156,0.941866642150266,10797,1085,364,10089,974,168,0.934426229508197,0.897695852534562,0.461538461538462,1.09224037090446e-41,0.00394338139321251,1.15600758194737e-34,0.265625436802723,0.071155153012138
"Hypnocyclicus","Stool",0.211855398583397,NA,NA,1,0.905882352941176,NA,5,NA,10,5,NA,9,1,NA,0.9,0.220003683144297,NA,NA,0.0941176470588235,NA
"Ihubacter","Stool",0,1.35950875649055e-52,2.59365437213097e-198,0.96344973228875,0.845691465929321,0.938320290869827,174243,11070,6577,149663,8668,3573,0.858932640048668,0.783017163504968,0.543256804013988,0,1.84151640651902e-51,6.90097324013418e-198,0.117758266359429,0.213398534097143
"Intestinibacter","Stool",1.57112107014244e-11,4.38534841495182e-26,0.57012502839404,0.829922413559771,0.766589359718012,0.79481622338033,54260,4444,2371,31207,1952,1194,0.575138223368964,0.439243924392439,0.503584985238296,2.41416164436521e-11,3.43903638856748e-25,0.585852615384221,0.0633330538417596,0.554310712178127
"Intestinimonas","Stool",0,2.04358533060419e-14,5.79172993226732e-244,0.939176724935634,0.798109776767179,0.927673079056388,195061,9332,5883,148274,6652,2630,0.760141699263307,0.712816116588084,0.447050824409315,0,1.1277563491112e-13,1.72593551981566e-243,0.141066948168455,0.0815474214803947
"Klebsiella","Stool",0.240829631533129,0.999999999278471,1.77555571993125e-09,0.887809791504006,0.838510881972531,0.980345640671728,1729,84,78,944,81,42,0.54598033545402,0.964285714285714,0.538461538461538,0.247373914998703,1,2.44960928027552e-09,0.0492989095314754,0
"Lachnospira","Stool",0,9.81029662555313e-78,0,0.905580576353428,0.636753491333211,0.881391099766522,317947,17737,10012,150239,6654,940,0.472528440274637,0.375147995715172,0.0938873351977627,0,1.82716774650927e-76,0,0.268827085020217,0.0899815455168384
"Lachnotalea","Stool",3.39872410653151e-06,0.652003451421348,1.07809755595926e-06,0.978832159815633,0.904705407482307,0.978696517608952,5027,338,200,4812,326,163,0.957230952854585,0.964497041420118,0.815,4.62128673478026e-06,1,1.44717599853991e-06,0.0741267523333266,0.00182986846734567
"Lacrimispora","Stool",1.50352129483462e-248,0.999999996979717,1.10135835718436e-145,0.913549417997779,0.691238983158057,0.95336417363484,82030,1663,4297,69499,1516,2198,0.847238815067658,0.911605532170776,0.511519664882476,4.81636482582615e-248,1,2.64681282613661e-145,0.222310434839723,0
"Lacticaseibacillus","Stool",0.0446750736976944,0.971468518091612,0.00186098653355428,0.804646266172761,0.456882856654018,1,75,9,7,47,9,1,0.626666666666667,1,0.142857142857143,0.0496681701697897,1,0.00218336215354006,0.347763409518744,0
"Lactococcus","Stool",0.0376667786989521,0.122388726602303,0.162624572652446,0.841631280779477,0.738485618636511,0.794433699850288,1929,208,74,1427,146,46,0.739761534473821,0.701923076923077,0.621621621621622,0.0426288693059996,0.342529243170493,0.175587400907351,0.103145662142966,0.457581830865271
"Lawsonibacter","Stool",0,1,0,0.884140524328351,0.591565141299927,0.917868426766611,115208,8880,3677,91559,7486,1296,0.794727796680786,0.843018018018018,0.352461245580636,0,1,0,0.292575383028424,0
"Ligilactobacillus","Stool",0.00344965301636666,0.939654599736277,0.000730030958121121,0.931601406320807,0.744181854863126,1,85,8,12,62,8,2,0.729411764705882,1,0.166666666666667,0.00412648367147658,1,0.000898963741818571,0.187419551457681,0
"Limosilactobacillus","Stool",0.0386214904429849,NA,NA,1,0.786218894183496,NA,46,NA,9,46,NA,6,1,NA,0.666666666666667,0.0434491767483581,NA,NA,0.213781105816504,NA
"Longibaculum","Stool",2.95365675737882e-10,0.996147971257904,2.04252377077053e-10,0.8404386789798,0.441954231988354,0.969230769230769,511,30,54,357,29,4,0.698630136986301,0.966666666666667,0.0740740740740741,4.36125880581717e-10,1,2.92630809466162e-10,0.398484446991446,0
"Longicatena","Stool",6.98591781869375e-07,0.998912352866461,2.09052687029684e-05,0.828570157411077,0.68919831759476,1,6182,24,235,4178,24,108,0.67583306373342,1,0.459574468085106,9.70837108627294e-07,1,2.73235529538797e-05,0.139371839816316,0
"Mailhella","Stool",1.40336632419944e-134,0.999999732387674,4.76122136468508e-36,0.899948956376875,0.565023968347813,1,6820,127,928,5576,127,185,0.817595307917889,1,0.199353448275862,3.84400340976369e-134,1,8.75829609059354e-36,0.334924988029062,0
"Marvinbryantia","Stool",0.0373220727222909,1,0.226627352376868,0.953505567493601,0.872029981618987,1,363,4,39,332,4,30,0.914600550964187,1,0.769230769230769,0.0424932032801986,1,0.242931478447147,0.0814755858746148,0
"Massiliimalia","Stool",2.52327125238935e-11,0.683405283980986,1.0302563704849e-11,0.960528647420175,0.816110275580268,0.960368996083282,3216,357,168,3012,338,107,0.936567164179104,0.946778711484594,0.636904761904762,3.81518613361269e-11,1,1.50498234512009e-11,0.144418371839907,0.0011054780278946
"Massilimicrobiota","Stool",2.61116314165017e-10,0.120104619075148,0.000776376092443123,0.946152260460941,0.766386788007281,0.887025767025767,1903,60,117,1694,49,59,0.890173410404624,0.816666666666667,0.504273504273504,3.8859042029282e-10,0.342529243170493,0.000948197030934634,0.17976547245366,0.328909064839553
"Massiliprevotella","Stool",2.08859176198007e-07,NA,NA,0.932734595856335,0.710677850333259,NA,188,NA,43,159,NA,11,0.845744680851064,NA,0.255813953488372,2.9240284667721e-07,NA,NA,0.222056745523076,NA
"Mediterranea","Stool",3.77962482243652e-37,NA,NA,0.988807093798907,0.455316015358606,NA,819,NA,127,806,NA,19,0.984126984126984,NA,0.149606299212598,7.51946412042635e-37,NA,NA,0.533491078440301,NA
"Mediterraneibacter","Stool",0,1,0,0.9250493179796,0.674954341995966,0.936247174249583,232380,10846,8469,176405,8890,2012,0.759122988208968,0.81965701641158,0.237572322588263,0,1,0,0.250094975983634,0
"Megamonas","Stool",0.000188973023876606,NA,NA,0.919594922259048,0.699508978284783,NA,272,NA,53,161,NA,18,0.591911764705882,NA,0.339622641509434,0.00024132365886945,NA,NA,0.220085943974265,NA
"Megasphaera","Stool",3.00662619227849e-14,0.749494508144373,2.34037181136673e-10,0.980035085717847,0.80019588367929,0.968297101449275,607,69,104,562,66,46,0.925864909390445,0.956521739130435,0.442307692307692,4.89872715810892e-14,1,3.32109904660613e-10,0.179839202038557,0.0652693302434401
"Merdimonas","Stool",0.00011941534104558,NA,NA,0.826505658527475,0.505351002242287,NA,98,NA,22,53,NA,1,0.540816326530612,NA,0.0454545454545455,0.000156732635122323,NA,NA,0.321154656285188,NA
"Mogibacterium","Stool",5.80279891652807e-22,NA,NA,0.904430478328167,0.538096212427711,NA,1216,NA,162,1018,NA,50,0.837171052631579,NA,0.308641975308642,1.01548981039241e-21,NA,NA,0.366334265900456,NA
"Monoglobus","Stool",2.97195637765308e-158,0.000507841214158343,1.91227316152421e-127,0.945401040209988,0.719992706242774,0.918644863376339,37649,2724,1532,32763,2296,605,0.870222316661797,0.84287812041116,0.39490861618799,8.38357843845421e-158,0.00194021386947675,4.45201095417355e-127,0.225408333967214,0.118700920958589
"Muribaculum","Stool",1.4616205598548e-15,NA,NA,0.950747614293957,0.74030081276851,NA,354,NA,142,304,NA,58,0.858757062146893,NA,0.408450704225352,2.4446573965713e-15,NA,NA,0.210446801525446,NA
"Negativibacillus","Stool",0,3.16878605684792e-23,0,0.9745365139222,0.538053434705663,0.948838944541816,76451,3956,4671,72305,3496,680,0.94576918549136,0.883720930232558,0.145579105116677,0,2.3607456123517e-22,0,0.436483079216537,0.0588741479429384
"Neglecta","Stool",0,5.1235718452407e-38,1.05992292153002e-304,0.942178497534216,0.690165959261756,0.913692008474645,140661,10344,3841,116580,7837,1352,0.828801160236313,0.757637277648879,0.351991668836241,0,5.45294432100618e-37,3.50952256239939e-304,0.25201253827246,0.11303599914054
"Odoribacter","Stool",0,0.121893596267348,0,0.934596076296424,0.625839098149603,0.919742764974515,244571,5739,9250,194182,4554,1662,0.793969849246231,0.793518034500784,0.179675675675676,0,0.342529243170493,0,0.308756978146821,0.0481068036455737
"Olsenella","Stool",4.88705251510627e-10,1,0.000371207093365847,0.973568340807437,0.428952513462083,1,282,10,33,268,10,6,0.950354609929078,1,0.181818181818182,7.05078568973348e-10,1,0.00046872760094501,0.544615827345355,0
"Oscillibacter","Stool",0,1.53080451876508e-37,0,0.950367271813091,0.665537020900846,0.93687789761549,363862,19923,10931,175874,8521,856,0.483353579104166,0.427696632033328,0.078309395297777,0,1.52059915530665e-36,0,0.284830250912245,0.0473593452745926
"Oxalobacter","Stool",0,1,0,0.86019860311015,0.416044128246822,0.978104559476673,42315,2664,2916,32664,2568,353,0.771924849344204,0.963963963963964,0.121056241426612,0,1,0,0.444154474863328,0
"Papillibacter","Stool",0.000238562597887375,0.965604486988465,2.12519461254468e-05,0.9235169639527,0.492472890954189,1,151,17,22,121,17,7,0.801324503311258,1,0.318181818181818,0.000302606248326938,1,2.75351301973181e-05,0.431044072998511,0
"Parabacteroides","Stool",0,3.32830265113905e-07,0,0.923999217076963,0.554803936028367,0.914750235594983,366353,20796,11129,198242,10941,704,0.54112290604963,0.526110790536642,0.0632581543714619,0,1.59973256457974e-06,0,0.369195281048596,0.0250517326649223
"Paramuribaculum","Stool",1.3829026106085e-11,NA,NA,0.887249412450718,0.495506639613944,NA,59,NA,46,48,NA,0,0.813559322033898,NA,0,2.14236551971317e-11,NA,NA,0.391742772836773,NA
"Paraprevotella","Stool",0,1,0,0.939418611634841,0.417457044449987,0.997395713428532,42034,2217,5835,32814,2203,166,0.780653756482847,0.993685160126297,0.0284490145672665,0,1,0,0.521961567184854,0
"Parasutterella","Stool",0,1,0,0.906583211274629,0.586233393504674,0.973384528996129,169650,4592,6058,108649,4014,1167,0.640430297671677,0.874128919860627,0.192637834268736,0,1,0,0.320349817769955,0
"Peptococcus","Stool",5.10735811660145e-10,NA,NA,0.990428920532962,0.707144195558549,NA,162,NA,69,158,NA,36,0.975308641975309,NA,0.521739130434783,7.25782469201258e-10,NA,NA,0.283284724974413,NA
"Phascolarctobacterium","Stool",0,1,0,0.898766873613602,0.478432384406956,0.948881353585955,277409,16396,10005,202417,13961,814,0.729669909772214,0.851488167845816,0.0813593203398301,0,1,0,0.420334489206646,0
"Phocaeicola","Stool",0,8.65785646164014e-260,0,0.843625210746237,0.496476907866049,0.782991511645213,388276,21271,11356,75485,1678,116,0.194410676941145,0.0788867472145174,0.0102148643888693,0,1.29002061278438e-257,0,0.347148302880188,0.174662236853712
"Phocea","Stool",2.827570538226e-41,0.328755295407733,2.1003712546961e-38,0.93478821887049,0.845916260791122,0.932053563484452,35768,1839,1453,31168,1593,945,0.871393424289868,0.866231647634584,0.650378527185134,5.74635302929799e-41,0.7775323653294,3.9614597082243e-38,0.0888719580793674,0.0307707340440894
"Porphyromonas","Stool",0.0169302964167104,0.5,0.0899562250218599,0.97642243005598,0.8497668997669,0.97037037037037,252,15,9,240,14,5,0.952380952380952,0.933333333333333,0.555555555555556,0.0197520124861621,1,0.0985549818254201,0.12665553028908,0.0477836196476904
"Prevotella","Stool",0,1,0,0.982799889554876,0.592966159041332,0.998048258532342,30461,2006,1463,26752,1935,238,0.878237746626834,0.964606181455633,0.162679425837321,0,1,0,0.389833730513544,0
"Prevotellamassilia","Stool",8.18518454247161e-13,NA,NA,0.903379495804169,0.399758308047362,NA,232,NA,44,197,NA,0,0.849137931034483,NA,0,1.29999989792196e-12,NA,NA,0.503621187756807,NA
"Pseudoflavonifractor","Stool",2.37426019893112e-123,0.999999999999881,2.13363830759994e-188,0.881039347245942,0.614903981472239,0.933512156961888,27656,1531,1441,21661,1353,475,0.783229678912352,0.883736120182887,0.329632199861208,6.14705722736962e-123,1,5.48124323848949e-188,0.266135365773703,0
"Pyramidobacter","Stool",0.00015939519449521,NA,NA,0.714841146369548,0.395869163775397,NA,21,NA,210,0,NA,0,0,NA,0,0.000204936678636698,NA,NA,0.318971982594151,NA
"Raoultibacter","Stool",0,0.208556969542372,2.7543701941917e-275,0.982529967428693,0.555561779817194,0.974599829303563,17512,1045,1744,16839,998,227,0.961569209684788,0.955023923444976,0.130160550458716,0,0.517916474363557,8.55002414447007e-275,0.426968187611499,0.0185731357867473
"Romboutsia","Stool",2.61408898422751e-24,1.39030542203908e-21,0.00861906435669571,0.886316374911404,0.841206867859538,0.866855731532009,109697,6667,4914,72614,3780,2819,0.661950645869987,0.566971651417429,0.573667073667074,4.75060401941346e-24,9.0067612123401e-21,0.00987877376267431,0.0451095070518666,0.431408912472037
"Roseburia","Stool",0,1.73646401756579e-156,0,0.927264814718768,0.758073115335277,0.90483306140587,374982,20239,11130,206227,8268,2362,0.549965064989786,0.408518207421315,0.212219227313567,0,6.46832846543258e-155,0,0.169191699383492,0.132581878393774
"Ruminococcus","Stool",0,9.11609606568004e-27,0,0.949988044101087,0.733588460605597,0.947229812771821,258571,16334,8976,193225,11249,3152,0.747280244110902,0.688686176074446,0.351158645276292,0,7.54610174325737e-26,0,0.216399583495489,0.0127460103421268
"Ruminococcus2","Stool",0,5.47984781266812e-52,0,0.842426658436006,0.657410384247203,0.810755164661321,337382,19716,10555,172076,8804,1790,0.510033137511782,0.446540880503145,0.16958787304595,0,6.80414436739624e-51,0,0.185016274188803,0.171182204990057
"Ruthenibacterium","Stool",7.12967371489293e-40,0.00198443392932207,2.97224523702715e-30,0.70603919778244,0.610228831904147,0.691239213998751,172890,8456,4399,54951,2661,1153,0.31783793163283,0.314687795648061,0.262105023869061,1.43351950224975e-39,0.0070400156064045,5.21017106255347e-30,0.0958103658782927,0.154471634128697
"Schaalia","Stool",0.00040788759355963,0.276966340986246,0.000984489231976848,0.95959706435524,0.773736473079532,0.941563602310708,1208,132,38,1103,118,22,0.913079470198676,0.893939393939394,0.578947368421053,0.000510534802534901,0.665612658176623,0.00119259264686626,0.185860591275707,0.0970268195143133
"Sellimonas","Stool",3.80218824519856e-09,0.00225033988956449,0.00110104946982888,0.822600191705984,0.552598184934688,0.698130509011855,1902,134,109,1305,72,32,0.686119873817035,0.537313432835821,0.293577981651376,5.36278789807857e-09,0.00779768938476997,0.00132303525003631,0.270002006771296,0.460995398451096
"Senegalimassilia","Stool",1.59029433811221e-164,0.825570556120809,9.21296874658541e-167,0.980562566878026,0.559771088647516,0.981945546678956,12524,1113,728,11944,1071,166,0.953688917278825,0.962264150943396,0.228021978021978,4.55402469550315e-164,1,2.28788723873538e-166,0.42079147823051,0
"Slackia","Stool",6.50367901659474e-120,0.0369451019748729,3.57196722981169e-17,0.976651278002014,0.728717739479658,0.941860574348829,9492,143,805,9013,128,313,0.949536451748841,0.895104895104895,0.388819875776398,1.63892711218187e-119,0.119670004222958,5.78503388306458e-17,0.247933538522355,0.140322700432268
"Sporobacter","Stool",3.4668628534013e-10,NA,NA,0.917737986173697,0.623224336008261,NA,565,NA,101,498,NA,47,0.88141592920354,NA,0.465346534653465,5.07935720382052e-10,NA,NA,0.294513650165435,NA
"Streptococcus","Stool",1.63768713868816e-23,0.880802386533977,2.78870447216136e-26,0.913851407007093,0.85388950726074,0.922134189767433,72894,6788,1724,56194,5270,1058,0.770900211265673,0.776370064820271,0.61368909512761,2.94783684963868e-23,1,4.66872995901172e-26,0.0599618997463528,0
"Subdoligranulum","Stool",0,1.60532176499682e-176,0,0.915677835551721,0.621008393905708,0.880015817584339,312420,15504,10329,161030,5816,871,0.515427949555086,0.375128998968008,0.0843256849646626,0,7.97309809948421e-175,0,0.294669441646013,0.12102380812946
"Sutterella","Stool",0,1,0,0.87226569882972,0.512057623245166,0.992758040321757,43208,1464,5414,24209,1423,205,0.560289761155342,0.971994535519126,0.0378647949759882,0,1,0,0.360208075584554,0
"Terrisporobacter","Stool",1.7441657109899e-17,0.687489530895103,7.76249450316829e-12,0.944736788258922,0.874282478007003,0.949588540728996,17187,679,1244,14646,586,897,0.852155699074882,0.863033873343152,0.721061093247588,2.96979567006389e-17,1,1.14516008017037e-11,0.070454310251919,0
"Turicibacter","Stool",9.57369907308558e-30,1.59423127991327e-33,0.781824413011947,0.847878192337606,0.736531118413964,0.730014544571298,42422,1794,1840,26211,793,842,0.617863372778275,0.442028985507246,0.457608695652174,1.80942912481318e-29,1.48462787941923e-32,0.781824413011947,0.111347073923642,1.05852487733207
"Turicimonas","Stool",0.00649724214811678,NA,NA,0.891111991153387,0.74010611786798,NA,362,NA,73,263,NA,42,0.726519337016575,NA,0.575342465753425,0.00767486728746294,NA,NA,0.151005873285406,NA
"Tyzzerella","Stool",2.61856966403236e-11,0.0882735478774323,9.06107117130917e-05,0.880753564360971,0.646868369029699,0.825160664867571,985,53,90,705,31,16,0.715736040609137,0.584905660377358,0.177777777777778,3.92785449604854e-11,0.268423645586478,0.000115393128591886,0.233885195331272,0.237693110137469
"Unclassified_Alphaproteobacteria","Stool",0,NA,NA,0.911330817479975,0.653032670781379,NA,77158,NA,6278,47941,NA,449,0.621335441561471,NA,0.0715195922268238,0,NA,NA,0.258298146698596,NA
